TASK_ID;DEV_NAME;DEV_SENIORITY;DEV_STACK;DEV_CAPACITY;TASK_COMPLEXITY_LEVEL;TASK_STACK;TASK_TYPE;TASK_ESTIMATION;TASK_REAL_TIME;TASK_QA_SITUATIONS;TASK_DEV_SITUATIONS;TASK_UNIT_TESTS;TASK_REPOSITORY_COUNT;CUSTO_RH_ESTIMATION (com base no task_estimation);CUSTO_RH_REAL (com base no task_real_time)
;;;;;;;;;;;;;;;
